10天
股票代码,股票简称,起始时间,终止时间,起始价,终止价,区间涨跌幅
'301251,威尔高,20231024,20231107,39.54,41.8,5.72%
'688202,美迪西,20221013,20221027,205.96,226.77,10.10%
'300331,苏大维格,20220429,20220518,13.36,15.24,14.07%
'301215,中汽股份,20220429,20220518,5.84,6.9,18.15%
'300312,邦讯退,20210218,20210304,2.92,6.42,119.86%
'688529,豪森智能,20210115,20210129,31.29,30.35,-3.00%
'600146,退市环球,20200527,20200610,3.93,4.4,11.96%
