7天
股票代码,股票简称,买入时间,卖出时间,买入价,卖出价,单次收益率
'002157,正邦科技,20221103,20221111,3.83,4.02,4.96%
'603278,大业股份,20220429,20220512,8.09,8.24,1.85%
'301023,江南奕帆,20220428,20220512,54.1,59.41,9.82%
'688229,博睿数据,20211103,20211111,50.47,52.24,3.51%
'002614,奥佳华,20211102,20211110,11.3,11.5,1.77%
'002647,仁东控股,20210720,20210722,8.15,9.15,12.27%
