5天
股票代码,股票简称,买入时间,卖出时间,买入价,卖出价,单次收益率
'603555,贵人鸟,20171128,20171204,18.12,17.88,-1.32%
'300279,和晶科技,20170606,20170612,11.78,14.55,23.51%
'300337,银邦股份,20170427,20170511,8.18,8.83,7.95%
'000046,泛海控股,20150901,20150907,10.6,11.21,5.75%
